SK_ID_PREV,SK_ID_CURR,NUM_INSTALMENT_VERSION,NUM_INSTALMENT_NUMBER,DAYS_INSTALMENT,DAYS_ENTRY_PAYMENT,AMT_INSTALMENT,AMT_PAYMENT
1136146,407527,1.0,5,-1556.0,-1560.0,9516.555,9516.555
1074845,407056,1.0,13,-12.0,-11.0,13673.25,13673.25
2304177,400542,1.0,16,-2128.0,-2118.0,16637.4,16552.35
2204577,407145,1.0,3,-2541.0,-2562.0,2700.63,2700.63
1201845,404792,1.0,4,-508.0,-508.0,75384.0,75384.0
1514238,400331,0.0,94,-1415.0,-1436.0,5625.0,5625.0
2411734,421377,0.0,78,-1146.0,-1146.0,571.05,571.05
2003971,448533,1.0,11,-2027.0,-2032.0,15737.985,15737.985
2588673,429597,0.0,55,-293.0,-297.0,4623.345,4623.345
2479553,445309,1.0,6,-283.0,-295.0,8553.915,8553.915
1799905,430767,0.0,86,-621.0,-621.0,2013.75,2013.75
2190721,432113,1.0,1,-733.0,-754.0,25729.56,25729.56
1623480,422307,1.0,11,-862.0,-886.0,6339.735,6339.735
2621570,429360,1.0,4,-748.0,-752.0,12054.87,12054.87
1323279,403948,0.0,44,-2071.0,-2077.0,9000.0,9000.0
2817083,416829,1.0,3,-1511.0,-1525.0,9883.215,9883.215
1690475,436525,4.0,6,-51.0,-64.0,12761.46,12761.46
2198497,449096,1.0,3,-1322.0,-1351.0,9564.75,9564.75
2764631,436344,1.0,1,-2212.0,-2218.0,7869.015,7869.015
2210310,439393,1.0,2,-2913.0,-2913.0,9558.945,9558.945
1767288,405156,1.0,22,-1014.0,-1023.0,2529.99,2529.99
2305436,433159,1.0,7,-270.0,-270.0,15037.02,15037.02
2006914,412412,1.0,2,-741.0,-766.0,10976.535,10976.535
1666662,447898,1.0,1,-454.0,-457.0,12747.825,12747.825
2323100,409696,0.0,76,-87.0,-87.0,1082.835,1082.835
1490711,432275,0.0,59,-491.0,-491.0,4036.275,4036.275
2282014,446627,1.0,11,-1256.0,-1258.0,7196.625,7196.625
1201085,412124,1.0,2,-324.0,-336.0,8004.555,8004.555
2251219,424259,1.0,2,-600.0,-605.0,22879.8,22879.8
2058632,437463,1.0,20,-773.0,-775.0,10484.325,10484.325
1081516,423387,1.0,12,-1899.0,-1915.0,1859.22,1859.22
2394663,400542,1.0,4,-2861.0,-2861.0,8589.645,8589.645
2553120,423674,1.0,4,-124.0,-124.0,25247.835,25247.835
2608405,440902,0.0,26,-609.0,-609.0,166.32,166.32
2017584,421794,3.0,12,-64.0,-67.0,38452.185,38452.185
2710089,427139,1.0,2,-1749.0,-1755.0,6138.18,6138.18
1977990,451066,1.0,10,-2216.0,-2237.0,2326.95,2326.95
1856877,451004,1.0,20,-464.0,-494.0,47071.215,1845.63
2092481,420945,0.0,63,-1451.0,-1451.0,7.875,7.875
1367926,428383,1.0,3,-2053.0,-2053.0,16413.12,16413.12
1081622,432310,2.0,9,-1390.0,-1400.0,72942.435,72942.435
2039951,425304,1.0,19,-371.0,-385.0,46543.095,616.005
2466908,416532,1.0,1,-295.0,-302.0,10748.43,10748.43
1180135,451911,1.0,13,-2205.0,-2205.0,937.305,937.305
2644226,442188,1.0,4,-1180.0,-1205.0,5402.52,5402.52
2284421,422692,2.0,11,-1102.0,-1284.0,10356.255,10356.255
2538474,431220,1.0,3,-315.0,-319.0,15278.895,15278.895
1039601,426380,1.0,3,-1770.0,-1797.0,5092.245,5092.245
1748084,448564,1.0,2,-716.0,-716.0,20411.685,20411.685
2363844,413507,0.0,46,-871.0,-871.0,94500.0,94500.0
2027973,421033,1.0,1,-854.0,-876.0,32055.165,32055.165
2491451,436673,1.0,3,-136.0,-151.0,4617.18,4617.18
2793981,429576,1.0,10,-820.0,-829.0,35028.0,35028.0
1940456,436838,0.0,15,-1900.0,-1899.0,9000.0,9000.0
2110769,438769,0.0,52,-41.0,-41.0,1023.21,1023.21
2341985,431330,1.0,4,-234.0,-239.0,10270.035,10270.035
1905498,414729,1.0,7,-1215.0,-1218.0,13342.725,13342.725
1916393,419388,1.0,11,-22.0,-26.0,15927.345,15927.345
2524106,413570,1.0,5,-268.0,-285.0,18034.56,18034.56
2798037,456060,1.0,6,-2027.0,-2039.0,9228.15,9228.15
1910266,439225,1.0,13,-841.0,-866.0,7595.505,7595.505
1973545,403351,0.0,8,-2208.0,-2238.0,179.595,179.595
1308912,436881,1.0,12,-2040.0,-2042.0,20782.035,141.93
1498929,440423,2.0,8,-173.0,-176.0,11401.335,11401.335
1687795,409618,1.0,2,-2144.0,-2196.0,13776.345,1583.37
1941589,436179,1.0,15,-1503.0,-1504.0,10476.585,10476.585
1636322,427282,1.0,2,-1441.0,-1446.0,8915.805,8915.805
1710786,415580,1.0,5,-1683.0,-1686.0,7617.87,7617.87
2537113,432781,1.0,7,-528.0,-536.0,4938.705,4938.705
2831185,440269,1.0,3,-2653.0,-2653.0,5996.025,5996.025
1978545,412904,0.0,113,-990.0,-990.0,360.72,360.72
1978545,412904,0.0,73,-1781.0,-1781.0,2993.625,2993.625
1187812,420302,0.0,52,-571.0,-571.0,177.345,177.345
1206492,418623,1.0,8,-429.0,-453.0,7885.26,7885.26
2475820,422446,1.0,8,-581.0,-581.0,39555.405,39555.405
1493518,430492,1.0,7,-818.0,-822.0,7404.615,7404.615
1236747,411904,1.0,2,-1955.0,-1968.0,8382.285,8382.285
1085078,427725,1.0,6,-1413.0,-1435.0,7615.8,7615.8
1140060,436341,0.0,1,-347.0,-353.0,2348.73,2348.73
2574800,450185,0.0,46,-1211.0,-1211.0,161.37,161.37
1954205,401051,1.0,5,-2125.0,-2156.0,2383.65,2383.65
1071320,432998,0.0,90,-1006.0,-1006.0,78.12,78.12
1578131,413254,0.0,26,-78.0,-78.0,157500.0,157500.0
1287085,446768,1.0,5,-1850.0,-1857.0,3777.615,3777.615
2653044,405913,1.0,10,-505.0,-540.0,23885.46,2175.75
1082323,417051,1.0,2,-2442.0,-2441.0,8478.0,8478.0
1810951,436022,1.0,10,-1725.0,-1729.0,14513.49,14513.49
1581722,444016,1.0,7,-1060.0,-1080.0,9250.02,9250.02
1959778,418203,1.0,26,-71.0,-75.0,32307.885,32307.885
1679347,451355,5.0,11,-95.0,-121.0,10235.565,10235.565
2717262,441504,1.0,8,-1474.0,-1482.0,4712.895,4712.895
2054588,448151,1.0,9,-224.0,-229.0,22250.205,22250.205
1800614,405872,2.0,1,-287.0,-303.0,28797.57,28797.57
1131197,414330,1.0,6,-593.0,-593.0,8468.91,8468.91
2605608,437826,0.0,14,-850.0,-849.0,5941.125,5941.125
1518654,432337,1.0,2,-2782.0,-2782.0,4593.6,4593.6
2130125,442729,1.0,2,-1628.0,-1628.0,4699.89,4699.89
2432614,449826,1.0,5,-2421.0,-2425.0,1748.835,1748.835
2613078,439254,1.0,8,-812.0,-811.0,13359.6,8585.235
1354707,410785,1.0,7,-231.0,-245.0,8678.25,8678.25
2801398,419970,0.0,81,-1265.0,-1265.0,87.435,87.435
2301328,418631,1.0,1,-921.0,-941.0,32584.05,32584.05
1283463,401187,1.0,11,-654.0,-666.0,9346.455,9346.455
2323245,414037,1.0,3,-311.0,-329.0,19751.985,19751.985
2360471,429900,0.0,15,-2070.0,-2085.0,6750.0,6750.0
1258292,414692,1.0,3,-2684.0,-2684.0,11934.54,11934.54
1923866,420574,0.0,66,-819.0,-819.0,345.6,345.6
1060120,415435,1.0,4,-2322.0,-2322.0,4064.715,4064.715
1594360,443158,1.0,7,-182.0,-198.0,20001.195,20001.195
2148896,426313,1.0,7,-2413.0,-2428.0,4438.035,4438.035
2710026,455536,1.0,23,-1965.0,-1990.0,13976.19,13976.19
1760884,456134,1.0,1,-2265.0,-2276.0,4963.14,4963.14
2379019,423542,1.0,11,-37.0,-36.0,19028.79,19028.79
2547816,423722,1.0,21,-2223.0,-2226.0,4148.28,4148.28
1482216,455174,3.0,19,-603.0,-625.0,45843.75,45843.75
1848813,439429,1.0,12,-79.0,-82.0,11132.775,11132.775
2283783,412906,2.0,5,-1507.0,-1507.0,11899.485,11899.485
1745311,423086,1.0,2,-157.0,-175.0,21088.575,21088.575
1864463,448285,0.0,93,-777.0,-777.0,395.01,395.01
1265693,446171,1.0,2,-2256.0,-2266.0,17149.275,17149.275
1675526,414200,1.0,2,-1069.0,-1106.0,26411.22,26411.22
2334831,430368,1.0,2,-910.0,-912.0,58021.695,58021.695
1869183,406532,3.0,2,-200.0,-206.0,23062.5,23062.5
2372478,430925,0.0,14,-790.0,-790.0,158.895,158.895
1509776,401113,2.0,5,-1647.0,-1646.0,17504.73,17504.73
1714864,430902,0.0,13,-2422.0,-2435.0,7875.0,7875.0
2759750,442838,0.0,32,-41.0,-48.0,11192.58,11192.58
1783115,414590,1.0,1,-2584.0,-2591.0,15338.475,15338.475
1285504,418880,1.0,15,-1028.0,-1050.0,21645.675,21645.675
1184132,422487,1.0,11,-2212.0,-2215.0,1798.74,1798.74
1295820,455664,1.0,2,-1372.0,-1404.0,5915.835,5915.835
1150405,424723,0.0,24,-2429.0,-2429.0,3375.0,3375.0
2448679,405062,2.0,9,-404.0,-408.0,21242.79,21242.79
1724145,404142,1.0,4,-831.0,-831.0,17246.07,17246.07
2535721,407454,1.0,4,-1197.0,-1205.0,16543.62,16543.62
2677544,407186,0.0,16,-89.0,-94.0,2250.0,2250.0
1861276,414441,1.0,8,-2789.0,-2798.0,2101.275,2091.105
2048265,426841,1.0,9,-234.0,-243.0,21569.22,21569.22
2038963,422236,0.0,75,-405.0,-405.0,37858.5,37858.5
1358625,449675,0.0,4,-2704.0,-2675.0,4500.0,4500.0
2001518,431275,1.0,5,-1675.0,-1685.0,7675.515,7675.515
2257097,441341,1.0,9,-277.0,-278.0,27731.07,27731.07
2776884,408973,0.0,76,-1149.0,-1149.0,322.83,322.83
1216939,433652,1.0,1,-2324.0,-2336.0,14195.565,14195.565
1185636,434234,0.0,2,-130.0,-130.0,18144.0,18144.0
2761710,431814,0.0,8,-24.0,-24.0,1.53,1.53
2248482,447971,0.0,42,-387.0,-387.0,255.15,255.15
1726374,408246,1.0,6,-2607.0,-2614.0,13714.11,13711.5
1826380,448830,1.0,7,-83.0,-108.0,9506.34,9506.34
1687881,427499,1.0,5,-493.0,-496.0,21468.015,21468.015
2332397,446151,1.0,9,-2546.0,-2546.0,4443.3,4443.3
2582007,433135,0.0,46,-101.0,-101.0,9115.56,9115.56
1709913,437531,1.0,12,-663.0,-668.0,19025.1,19025.1
1546568,412667,0.0,80,-1664.0,-1664.0,893.79,893.79
1460244,418021,1.0,3,-177.0,-178.0,4441.5,4441.5
1262222,414801,0.0,53,-17.0,-17.0,3055.14,3055.14
2756022,441946,0.0,37,-2458.0,-2479.0,5625.0,5625.0
1960442,439296,1.0,18,-171.0,-184.0,7108.155,7108.155
2833695,438027,1.0,1,-2512.0,-2529.0,6007.77,6007.77
2578117,412153,0.0,92,-616.0,-616.0,7795.71,7795.71
2265094,404889,1.0,7,-688.0,-690.0,5666.895,5666.895
1915285,428295,1.0,1,-257.0,-259.0,23848.965,23848.965
1496950,403911,0.0,32,-1014.0,-1025.0,9000.0,9000.0
1336387,427346,0.0,23,-83.0,-83.0,288.495,288.495
2107579,445450,1.0,4,-1486.0,-1509.0,15151.5,15151.5
2628382,420454,1.0,11,-491.0,-522.0,14620.635,43.65
2466137,431028,1.0,6,-948.0,-965.0,39987.45,39987.45
2733325,432720,1.0,1,-1966.0,-1996.0,6413.67,6413.67
2733325,432720,1.0,6,-1816.0,-1834.0,6422.4,6422.4
1880697,445797,2.0,4,-831.0,-831.0,192688.47,192688.47
1388978,440730,0.0,47,-1558.0,-1527.0,4500.0,225.0
2770376,442110,1.0,24,-57.0,-61.0,20247.66,20247.66
1794768,434777,1.0,8,-1612.0,-1622.0,5932.035,5932.035
2226238,419373,0.0,22,-2211.0,-2211.0,123.525,123.525
2755688,428485,1.0,3,-549.0,-548.0,58565.07,58565.07
1368530,437749,1.0,17,-23.0,-23.0,39096.855,39096.855
2797882,410121,0.0,12,-391.0,-391.0,327.42,327.42
1323020,441799,0.0,12,-2051.0,-2034.0,6750.0,4500.0
2256349,454766,2.0,4,-1639.0,-1646.0,29116.44,29116.44
1621950,413693,1.0,1,-787.0,-804.0,6975.45,6975.45
1235543,451166,0.0,31,-1793.0,-1796.0,7875.0,7875.0
2527213,400592,1.0,1,-2208.0,-2206.0,10139.4,10139.4
1801163,436505,0.0,48,-1561.0,-1565.0,5625.0,5625.0
2269503,443228,0.0,77,-812.0,-812.0,174.735,174.735
1801297,453043,1.0,10,-403.0,-403.0,9480.015,9480.015
2467179,416698,1.0,10,-1806.0,-1805.0,9419.985,9419.985
2463000,413495,1.0,5,-2044.0,-2048.0,16469.775,16469.775
1690135,432754,0.0,7,-60.0,-59.0,2870.28,2870.28
2220386,438742,0.0,48,-1881.0,-1881.0,5625.0,2250.0
1946769,400691,1.0,1,-411.0,-412.0,10079.46,10079.46
1681779,433446,0.0,90,-589.0,-589.0,290.79,290.79
2056507,437780,0.0,50,-1187.0,-1187.0,316.935,316.935
1027965,425788,0.0,55,-1897.0,-1897.0,2633.85,2633.85
2756119,422449,1.0,4,-284.0,-284.0,32811.75,32811.75
1705849,405170,1.0,5,-1046.0,-1068.0,10457.37,10457.37
1717313,436776,0.0,92,-515.0,-524.0,7503.03,7503.03
2016671,444984,0.0,24,-388.0,-388.0,896.445,896.445
1586227,412102,1.0,6,-2227.0,-2239.0,12956.13,12956.13
2127796,454130,1.0,2,-2677.0,-2684.0,4860.765,4860.765
1747054,449003,1.0,1,-596.0,-613.0,20372.445,20372.445
2243529,431896,1.0,10,-2462.0,-2486.0,6890.535,51.705
1518473,416186,1.0,3,-1914.0,-1915.0,29997.54,29997.54
2476634,400510,1.0,6,-483.0,-526.0,6992.46,6992.46
2116379,421182,1.0,9,-1103.0,-1119.0,14041.215,14041.215
2632643,419106,1.0,6,-298.0,-303.0,4767.75,4767.75
2841381,418310,1.0,9,-1726.0,-1745.0,6198.39,6198.39
2262187,432336,0.0,95,-604.0,-604.0,151.245,151.245
1901858,401462,1.0,3,-377.0,-376.0,18562.5,18562.5
1299057,419971,1.0,19,-152.0,-153.0,19580.175,19580.175
2438709,437916,1.0,9,-216.0,-217.0,16408.935,16408.935
2773777,405742,1.0,1,-305.0,-319.0,4609.17,4609.17
2644735,447696,1.0,2,-2677.0,-2685.0,10499.625,9718.875
2644500,445287,1.0,7,-99.0,-107.0,2934.45,2934.45
1227432,439836,1.0,4,-961.0,-980.0,4133.655,4133.655
1268186,408613,1.0,4,-743.0,-747.0,27202.725,27202.725
2027303,430956,1.0,2,-1597.0,-1605.0,16811.64,16811.64
1683426,423026,17.0,21,-145.0,-159.0,26954.865,26954.865
1075629,443704,2.0,8,-2322.0,-2340.0,83554.155,83554.155
2575420,428569,0.0,32,-2116.0,-2135.0,9000.0,90.0
2161091,445077,0.0,82,-174.0,-174.0,560.835,560.835
2120747,435084,1.0,5,-1448.0,-1452.0,12225.285,12225.285
1315506,419050,0.0,42,-1355.0,-1356.0,4500.0,4500.0
2069246,417311,1.0,2,-222.0,-236.0,9267.615,9267.615
1164072,449224,0.0,37,-250.0,-250.0,343.755,343.755
1354555,454929,1.0,3,-1443.0,-1449.0,7679.7,7679.7
1498810,437386,2.0,5,-736.0,-751.0,30691.395,30691.395
1910273,453294,0.0,24,-2262.0,-2273.0,9000.0,9000.0
2221893,449923,1.0,8,-559.0,-572.0,3248.775,3248.775
1078789,437599,1.0,6,-985.0,-988.0,15487.065,15487.065
2322471,432655,0.0,2,-309.0,-309.0,146.925,146.925
2153901,413046,1.0,10,-126.0,-130.0,7373.25,7373.25
2429324,439635,1.0,1,-2579.0,-2608.0,8582.175,8582.175
1170560,416062,1.0,2,-1611.0,-1617.0,2415.645,2415.645
2368924,408175,0.0,59,-921.0,-921.0,9881.37,9881.37
2284282,415190,1.0,2,-2415.0,-2415.0,8064.135,8064.135
1085560,428287,1.0,18,-608.0,-618.0,37836.0,37836.0
1915767,442087,0.0,53,-105.0,-105.0,9909.495,9909.495
2584589,429163,1.0,9,-1766.0,-1790.0,21699.72,21699.72
2763563,416274,1.0,1,-290.0,-318.0,5692.995,5692.995
2064693,423108,0.0,55,-1073.0,-1073.0,78.795,78.795
1029784,438125,0.0,56,-1939.0,-1939.0,143.325,143.325
2256906,449931,1.0,4,-958.0,-974.0,3240.855,3240.855
2705883,416024,1.0,9,-257.0,-274.0,29290.545,29290.545
1131867,423601,0.0,50,-1344.0,-1345.0,9000.0,9000.0
1316807,454567,1.0,2,-332.0,-335.0,15835.41,15835.41
2563404,434825,3.0,8,-437.0,-439.0,6497.325,6497.325
1457147,403800,1.0,10,-1790.0,-1824.0,18274.545,1727.595
1728455,451151,0.0,4,-457.0,-457.0,67500.0,67500.0
1684922,428315,1.0,3,-137.0,-148.0,14520.375,14520.375
1968705,402364,2.0,10,-378.0,-416.0,80820.09,80820.09
2192966,446082,1.0,6,-768.0,-788.0,6827.535,6827.535
2080906,429979,1.0,6,-1742.0,-1768.0,4817.34,4817.34
2412527,448929,0.0,13,-43.0,-43.0,2250.0,2250.0
1562162,414963,1.0,10,-79.0,-107.0,20953.575,8078.175
1112276,414499,1.0,3,-1989.0,-1993.0,1723.14,1723.14
1752494,418579,1.0,4,-1416.0,-1469.0,5395.32,239.04
1257663,418588,3.0,7,-195.0,-208.0,8915.895,8915.895
1659982,430467,0.0,1,-2461.0,-2444.0,4500.0,4500.0
1516094,449815,1.0,1,-293.0,-313.0,13489.2,13489.2
1154390,452619,1.0,6,-1868.0,-1886.0,6624.36,6624.36
1589755,425577,1.0,6,-1201.0,-1212.0,14525.28,14011.965
1013460,415279,0.0,59,-1184.0,-1188.0,9000.0,9000.0
1619834,426661,1.0,15,-1101.0,-1114.0,11502.0,11502.0
1493582,437298,1.0,9,-1988.0,-1995.0,15042.06,30.825
1031724,448044,1.0,2,-601.0,-628.0,35176.77,35176.77
1550971,409010,2.0,16,-697.0,-722.0,10430.64,10430.64
1847421,447677,0.0,20,-21.0,-21.0,139.185,139.185
1532887,442780,0.0,29,-15.0,-15.0,2250.0,2250.0
1720882,411630,1.0,3,-180.0,-193.0,22494.51,22494.51
2714251,441469,1.0,5,-804.0,-814.0,3065.265,3065.265
1535341,408495,1.0,8,-993.0,-996.0,11982.915,11982.915
1259284,426849,0.0,18,-2612.0,-2612.0,105.48,105.48
2776275,412456,1.0,5,-382.0,-394.0,52285.05,52285.05
1392563,424562,1.0,3,-628.0,-652.0,10701.945,10701.945
2749578,412118,1.0,5,-2005.0,-2015.0,3610.44,3610.44
2173645,412052,1.0,2,-2153.0,-2157.0,4460.895,4460.895
1794778,430033,1.0,2,-389.0,-413.0,5571.135,5571.135
1202100,409650,0.0,17,-17.0,-25.0,9862.83,9862.83
2707590,419036,0.0,81,-494.0,-497.0,4500.0,4500.0
1348884,428482,1.0,36,-1573.0,-1577.0,11091.6,11091.6
2491302,443982,2.0,8,-131.0,-160.0,386088.435,386088.435
1643585,404460,1.0,8,-1308.0,-1323.0,9723.96,9723.96
1772492,422188,1.0,28,-150.0,-155.0,9969.075,9969.075
1817960,404461,2.0,18,-787.0,-791.0,57001.635,57001.635
2580753,447443,1.0,20,-576.0,-576.0,23915.25,23915.25
2403819,409865,1.0,6,-839.0,-840.0,6830.325,6830.325
2258058,443339,1.0,10,-841.0,-852.0,12600.135,12600.135
1900188,449515,2.0,5,-71.0,-98.0,21183.3,21183.3
1793778,420879,1.0,18,-842.0,-850.0,4693.005,4693.005
1446992,435790,1.0,8,-1627.0,-1617.0,2423.115,2423.115
1039626,450576,1.0,15,-237.0,-243.0,27449.82,27449.82
2824650,456021,1.0,2,-117.0,-175.0,8064.495,8064.495
1298626,406675,3.0,26,-453.0,-455.0,19539.0,19539.0
2384800,429833,1.0,5,-1481.0,-1496.0,8870.49,8870.49
2541691,429827,1.0,2,-560.0,-566.0,82593.0,82593.0
2561815,436985,0.0,53,-1518.0,-1518.0,298.44,298.44
2823372,426303,1.0,5,-1125.0,-1125.0,12592.35,12592.35
2373633,451825,1.0,7,-498.0,-567.0,1389.87,1389.87
1625091,444213,1.0,3,-2702.0,-2717.0,4374.045,4374.045
1039946,418514,1.0,2,-2755.0,-2755.0,5536.935,5536.935
2658472,414172,0.0,153,-186.0,-186.0,1244.25,1244.25
1182326,426248,0.0,71,-896.0,-896.0,1912.59,1912.59
1596227,451736,0.0,55,-1408.0,-1412.0,11250.0,11250.0
2547611,425959,0.0,40,-2457.0,-2463.0,5625.0,5625.0
1026090,437660,0.0,31,-410.0,-410.0,5137.02,5137.02
1687409,426349,1.0,4,-459.0,-460.0,30159.855,30159.855
1153907,434517,1.0,1,-825.0,-831.0,9556.02,9556.02
1012295,425344,1.0,16,-2084.0,-2125.0,5102.01,5102.01
1956414,416929,0.0,23,-2395.0,-2395.0,675.0,675.0
